Date,Open,High,Low,Close,Adj Close,Volume
2015-08-13,869.799988,879.549988,864.049988,867.799988,810.199341,60125
2015-08-14,870.000000,879.400024,858.549988,872.299988,814.400757,81409
2015-08-17,873.000000,878.900024,861.000000,872.549988,814.634155,87158
2015-08-18,872.650024,878.000000,868.549988,871.299988,813.467163,73299
2015-08-19,871.000000,884.799988,862.599976,875.700012,817.575073,86359
2015-08-20,871.049988,900.849976,868.950012,873.549988,815.567627,121543
2015-08-21,875.000000,887.000000,861.799988,881.700012,823.176758,91293
2015-08-24,875.000000,880.500000,848.250000,852.400024,795.821533,196346
2015-08-25,858.000000,876.549988,855.150024,867.000000,809.452454,87368
2015-08-26,878.000000,878.000000,851.200012,858.400024,801.423462,193784
2015-08-27,860.000000,864.849976,851.000000,858.000000,801.049866,117907
2015-08-28,862.000000,878.000000,854.250000,856.900024,800.022949,195618
2015-08-31,855.000000,865.799988,849.299988,861.500000,804.317566,106187
2015-09-01,859.000000,859.500000,849.049988,854.400024,797.688721,71661
2015-09-02,855.049988,863.000000,826.099976,832.650024,777.382507,121422
2015-09-03,832.000000,840.500000,815.400024,836.200012,780.696899,120537
2015-09-04,836.200012,839.700012,824.000000,830.349976,775.235229,86751
2015-09-07,834.150024,834.849976,817.250000,820.049988,765.618774,147957
2015-09-08,825.000000,825.000000,785.549988,802.450012,749.187073,220386
2015-09-09,805.000000,813.000000,791.900024,803.150024,749.840576,181591
2015-09-10,801.000000,801.000000,778.150024,790.599976,738.123657,196135
2015-09-11,795.000000,800.000000,785.299988,794.500000,741.764709,123223
2015-09-14,796.900024,800.200012,789.000000,795.599976,742.791626,156334
2015-09-15,800.000000,808.400024,792.049988,804.750000,751.334351,124622
2015-09-16,807.200012,811.900024,797.150024,806.599976,753.061646,608413
2015-09-18,810.000000,815.900024,793.000000,798.349976,745.359192,393876
2015-09-21,799.000000,799.950012,789.049988,791.250000,738.730408,73853
2015-09-22,796.000000,796.099976,783.450012,786.099976,733.922302,129093
2015-09-23,786.000000,789.200012,780.500000,785.700012,733.548889,65715
2015-09-24,788.000000,789.000000,777.500000,781.450012,729.580994,117659
2015-09-28,781.400024,802.200012,781.400024,792.599976,739.990723,97795
2015-09-29,789.950012,800.799988,782.099976,785.700012,733.548889,96550
2015-09-30,791.500000,818.000000,789.750000,813.299988,759.316956,149985
2015-10-01,816.000000,827.299988,811.000000,814.549988,760.483948,73370
2015-10-05,818.500000,823.500000,801.700012,810.099976,756.329346,73928
2015-10-06,815.000000,831.400024,812.750000,828.049988,773.087891,132266
2015-10-07,820.000000,826.650024,816.349976,823.750000,769.073181,47587
2015-10-08,826.000000,831.450012,817.799988,821.349976,766.832581,66550
2015-10-09,825.000000,829.900024,810.450012,817.200012,762.958008,58773
2015-10-12,820.000000,822.099976,807.000000,814.799988,760.717224,99628
2015-10-13,817.650024,818.750000,806.349976,812.400024,758.476563,75862
2015-10-14,814.900024,814.900024,788.150024,797.400024,744.472229,486137
2015-10-15,782.099976,794.599976,771.000000,790.700012,738.216919,383364
2015-10-16,791.950012,791.950012,782.000000,784.650024,732.568481,224496
2015-10-19,788.000000,796.500000,778.299988,793.650024,747.160583,248394
2015-10-20,795.000000,797.549988,783.400024,787.349976,741.229614,100675
2015-10-21,788.000000,794.000000,786.900024,790.849976,744.524536,52739
2015-10-23,792.000000,805.349976,792.000000,800.049988,753.185669,124474
2015-10-26,800.000000,808.799988,800.000000,807.049988,759.775574,47932
2015-10-27,807.000000,813.250000,799.500000,811.400024,763.870911,49230
2015-10-28,812.000000,818.700012,807.900024,817.400024,769.519409,50728
2015-10-29,815.000000,817.500000,799.150024,801.549988,754.597778,63678
2015-10-30,802.000000,810.500000,794.349976,801.849976,754.880249,73196
2015-11-02,801.000000,804.900024,792.000000,801.250000,754.315430,59385
2015-11-03,802.750000,808.150024,801.099976,803.849976,756.763123,57494
2015-11-04,806.000000,818.500000,800.849976,802.549988,755.539307,92019
2015-11-05,802.950012,811.000000,798.200012,803.750000,756.668945,173831
2015-11-06,805.000000,807.000000,796.500000,798.849976,752.056030,40093
2015-11-09,798.849976,806.099976,784.000000,800.549988,753.656433,98828
2015-11-10,808.000000,809.000000,793.950012,803.450012,756.386475,60733
2015-11-13,798.000000,798.950012,794.000000,797.049988,750.361389,74451
2015-11-16,797.000000,802.650024,779.000000,784.750000,738.781921,207635
2015-11-17,786.000000,800.000000,782.250000,797.099976,750.408508,124294
2015-11-18,797.099976,805.900024,790.049988,792.500000,746.078003,66345
2015-11-19,795.500000,802.200012,792.750000,794.500000,747.960815,66732
2015-11-20,794.000000,803.250000,794.000000,798.000000,751.255798,69076
2015-11-23,798.000000,800.900024,789.000000,792.250000,745.842651,28898
2015-11-24,794.000000,814.500000,791.599976,811.400024,763.870911,133243
2015-11-26,813.000000,821.750000,808.150024,813.099976,765.471313,64457
2015-11-27,811.549988,820.000000,808.099976,817.500000,769.613586,56383
2015-11-30,812.250000,825.599976,806.799988,809.450012,762.035034,66307
2015-12-01,811.500000,836.400024,811.500000,833.250000,784.440918,146327
2015-12-02,835.000000,836.000000,822.900024,829.349976,780.769409,60455
2015-12-03,828.000000,828.049988,813.250000,817.200012,769.331116,61723
2015-12-04,817.000000,825.000000,807.000000,815.349976,767.589478,159133
2015-12-07,821.000000,834.000000,819.000000,831.750000,783.028870,110274
2015-12-08,830.000000,838.799988,822.000000,825.599976,777.238953,100445
2015-12-09,825.000000,834.000000,816.299988,820.200012,772.155396,94599
2015-12-10,826.750000,830.650024,812.049988,816.049988,768.248474,80118
2015-12-11,816.150024,831.900024,816.150024,820.950012,772.861450,130118
2015-12-14,823.500000,841.849976,821.250000,837.200012,788.159546,140494
2015-12-15,843.000000,860.000000,840.000000,856.299988,806.140808,184814
2015-12-16,862.000000,867.549988,851.599976,853.750000,803.740173,111294
2015-12-17,860.000000,867.000000,850.500000,864.099976,813.483887,140166
2015-12-18,868.000000,873.900024,852.099976,859.099976,808.776733,121721
2015-12-21,859.099976,859.549988,850.150024,852.099976,802.186768,56603
2015-12-22,853.000000,857.700012,841.950012,851.500000,801.621887,73105
2015-12-23,860.400024,870.000000,856.599976,861.349976,810.894958,75838
2015-12-24,866.000000,869.200012,860.099976,863.250000,812.683594,21619
2015-12-28,865.000000,872.900024,863.000000,865.900024,815.178467,49040
2015-12-29,865.000000,866.299988,854.349976,858.250000,807.976563,47013
2015-12-30,855.000000,862.250000,855.000000,859.450012,809.106262,309023
2015-12-31,860.000000,866.500000,851.599976,862.349976,811.836426,59965
2016-01-01,859.549988,861.250000,854.500000,856.549988,806.376038,27494
2016-01-04,856.000000,868.000000,851.500000,857.150024,806.940979,140143
2016-01-05,857.150024,859.049988,845.000000,847.799988,798.138733,56415
2016-01-06,849.000000,849.000000,840.000000,841.400024,792.113586,43319
2016-01-07,840.549988,840.549988,817.650024,819.700012,771.684692,55342
2016-01-08,817.000000,831.000000,809.000000,811.799988,764.247498,50479
2016-01-11,807.000000,819.849976,801.599976,812.450012,764.859314,63652
2016-01-12,812.250000,821.799988,804.950012,819.500000,771.496399,52078
2016-01-13,819.500000,835.450012,813.150024,831.049988,782.369751,121073
2016-01-14,830.000000,838.500000,819.000000,826.450012,778.039307,118424
2016-01-15,828.000000,828.000000,776.599976,804.150024,757.045593,285991
2016-01-18,800.000000,815.849976,795.049988,810.599976,763.117676,158763
2016-01-19,815.000000,821.000000,808.950012,811.349976,763.823792,83851
2016-01-20,809.000000,809.000000,785.549988,796.500000,749.843689,95651
2016-01-21,799.000000,799.000000,775.000000,776.849976,731.344666,105568
2016-01-22,780.000000,783.450012,771.000000,772.650024,727.390686,118828
2016-01-25,773.049988,783.750000,769.900024,781.650024,735.863525,44506
2016-01-27,782.000000,783.000000,765.349976,767.750000,722.777710,73718
2016-01-28,772.000000,795.900024,765.500000,790.900024,744.571716,94290
2016-01-29,795.000000,819.049988,791.549988,816.900024,769.048767,87071
2016-02-01,817.000000,817.000000,798.900024,800.900024,753.985840,57704
2016-02-02,801.000000,809.950012,797.049988,800.200012,753.327026,79360
2016-02-03,798.000000,828.000000,798.000000,821.450012,773.332214,228904
2016-02-04,824.000000,838.000000,817.000000,834.599976,785.711853,183520
2016-02-05,834.799988,855.299988,831.299988,844.950012,795.455566,124275
2016-02-08,845.000000,848.150024,825.349976,829.950012,781.334290,86974
2016-02-09,830.000000,841.750000,825.000000,826.599976,778.180420,79323
2016-02-10,826.000000,831.450012,820.200012,824.700012,776.391785,43316
2016-02-11,822.500000,827.500000,791.599976,798.799988,752.008911,101462
2016-02-12,800.000000,814.900024,788.000000,810.950012,763.447205,90393
2016-02-15,815.549988,820.700012,798.000000,805.000000,757.845703,78661
2016-02-16,808.000000,811.750000,800.049988,804.299988,757.186768,49019
2016-02-17,801.000000,814.000000,790.500000,812.200012,764.624023,85256
2016-02-18,812.549988,829.250000,812.549988,826.599976,778.180420,88530
2016-02-19,830.000000,830.599976,807.000000,825.650024,777.286255,51952
2016-02-22,827.000000,863.650024,815.700012,858.849976,808.541382,149131
2016-02-23,860.000000,860.000000,831.500000,836.500000,787.500671,61746
2016-02-24,837.000000,845.000000,830.000000,836.849976,787.830078,55042
2016-02-25,835.500000,845.000000,834.500000,841.150024,791.878235,73087
2016-02-26,843.150024,853.049988,842.000000,850.599976,800.774597,127484
2016-02-29,852.000000,852.000000,823.500000,829.799988,781.193054,169891
2016-03-01,830.000000,830.000000,819.000000,825.000000,776.674194,74123
2016-03-02,830.500000,853.500000,830.500000,847.400024,797.762146,164161
2016-03-03,850.000000,855.000000,846.049988,848.349976,798.656433,53162
2016-03-04,846.599976,855.500000,839.400024,848.599976,798.891846,108160
2016-03-08,849.000000,849.000000,824.500000,827.549988,779.074890,920967
2016-03-09,828.000000,842.799988,827.950012,840.650024,791.407471,97215
2016-03-10,843.000000,843.000000,829.750000,837.549988,788.489075,52719
2016-03-11,835.049988,858.000000,832.000000,849.150024,799.409607,92383
2016-03-14,855.000000,859.599976,844.799988,854.849976,804.775635,88584
2016-03-15,856.900024,856.900024,837.049988,842.000000,792.678406,61901
2016-03-16,842.000000,845.000000,831.650024,843.599976,794.184631,54463
2016-03-17,847.950012,855.150024,842.099976,849.299988,799.550781,272158
2016-03-18,846.400024,851.000000,838.549988,846.049988,796.491211,67778
2016-03-21,849.299988,883.750000,849.299988,880.349976,828.782043,230877
2016-03-22,880.799988,880.799988,862.299988,871.349976,820.309204,360950
2016-03-23,871.000000,875.500000,843.000000,872.599976,821.486023,640024
2016-03-28,875.000000,875.000000,861.200012,864.200012,813.578064,223843
2016-03-29,862.000000,871.000000,859.000000,861.500000,811.036133,89504
2016-03-30,865.799988,877.299988,860.250000,862.650024,812.118896,76944
2016-03-31,860.000000,875.049988,858.450012,869.500000,818.567566,104998
2016-04-01,868.000000,874.450012,857.000000,866.400024,815.649170,67645
2016-04-04,867.000000,874.500000,862.700012,872.000000,820.921082,44147
2016-04-05,871.000000,882.500000,863.000000,868.250000,817.390686,79995
2016-04-06,869.950012,874.000000,863.150024,871.599976,820.544556,51288
2016-04-07,870.000000,874.500000,855.099976,860.599976,810.188904,72408
2016-04-08,860.599976,864.599976,846.200012,850.000000,800.209778,95137
2016-04-11,851.049988,866.000000,844.950012,863.299988,812.730835,64642
2016-04-12,860.799988,872.349976,860.299988,870.700012,819.697266,46978
2016-04-13,875.000000,897.750000,864.849976,895.500000,843.044617,113133
2016-04-18,885.099976,904.349976,885.099976,896.700012,844.174255,57294
2016-04-20,892.000000,904.750000,892.000000,902.599976,849.728760,63603
2016-04-21,902.750000,907.000000,896.650024,902.750000,849.869873,224022
2016-04-22,892.000000,904.500000,882.799988,884.299988,832.500610,38902
2016-04-25,882.950012,890.000000,875.250000,883.500000,831.747498,43171
2016-04-26,885.000000,895.900024,881.200012,885.849976,833.959717,41423
2016-04-27,883.000000,893.849976,881.849976,893.000000,840.691101,31095
2016-04-28,894.000000,896.500000,871.250000,876.599976,825.251587,47259
2016-04-29,874.049988,879.250000,860.950012,866.650024,815.884583,65805
2016-05-02,860.000000,866.500000,855.400024,864.349976,813.719299,38911
2016-05-03,864.000000,869.450012,849.200012,850.500000,800.680542,49119
2016-05-04,850.000000,856.000000,844.799988,853.599976,803.598877,71003
2016-05-05,856.750000,861.500000,848.500000,851.150024,801.292542,45022
2016-05-06,847.799988,856.750000,847.349976,852.950012,802.987000,33563
2016-05-09,850.000000,869.000000,840.250000,846.099976,796.538269,396716
2016-05-10,847.000000,868.000000,847.000000,862.450012,811.930603,114299
2016-05-11,858.000000,866.700012,851.349976,862.700012,812.165894,55928
2016-05-12,861.000000,861.700012,849.000000,853.150024,803.175293,56247
2016-05-13,853.299988,854.000000,822.400024,831.099976,782.416870,207039
2016-05-16,830.549988,848.700012,817.049988,846.450012,796.867676,216515
2016-05-17,850.000000,850.500000,830.849976,833.250000,784.440918,57989
2016-05-18,835.000000,835.000000,823.000000,825.150024,776.815491,72450
2016-05-19,826.500000,829.950012,812.750000,815.250000,767.495300,136888
2016-05-20,816.150024,820.450012,806.750000,812.650024,765.047729,58698
2016-05-23,814.000000,825.000000,813.500000,819.549988,771.543457,43070
2016-05-24,820.900024,824.049988,816.000000,823.049988,774.838440,39873
2016-05-25,825.000000,841.400024,825.000000,838.849976,789.712952,52273
2016-05-26,835.000000,855.200012,832.450012,851.500000,801.621887,120069
2016-05-27,854.799988,866.000000,851.000000,861.549988,811.083252,108468
2016-05-30,861.599976,867.750000,850.000000,854.750000,804.681580,64664
2016-05-31,854.000000,860.950012,845.099976,849.900024,800.115784,88632
2016-06-01,850.000000,863.349976,847.000000,854.849976,804.775635,106663
2016-06-02,860.000000,873.000000,835.099976,868.700012,817.814392,157823
2016-06-03,872.000000,888.150024,870.650024,884.900024,833.065491,243608
2016-06-06,889.900024,892.000000,875.200012,879.049988,827.558105,79959
2016-06-07,875.349976,898.950012,875.349976,896.950012,844.409607,109473
2016-06-08,895.000000,907.299988,892.750000,897.349976,844.786194,102091
2016-06-09,898.000000,898.000000,875.750000,876.849976,825.487000,64705
2016-06-10,876.450012,884.900024,872.549988,874.450012,823.227661,64258
2016-06-13,873.849976,880.400024,868.000000,874.150024,822.945190,42997
2016-06-14,875.000000,875.599976,861.299988,866.750000,815.978577,55124
2016-06-15,863.650024,877.000000,863.150024,874.849976,823.604126,71105
2016-06-16,873.950012,881.500000,859.349976,879.750000,828.217224,95722
2016-06-17,882.900024,884.799988,872.700012,880.950012,829.346924,49788
2016-06-20,881.000000,881.799988,871.650024,879.799988,828.264282,74070
2016-06-21,877.200012,879.400024,867.500000,872.099976,821.015198,57410
2016-06-22,864.549988,867.000000,857.250000,859.599976,818.159851,45936
2016-06-23,859.799988,873.000000,854.200012,869.400024,827.487427,58225
2016-06-24,860.000000,861.549988,847.000000,859.000000,817.588806,112836
2016-06-27,860.500000,873.849976,856.000000,859.799988,818.350159,107897
2016-06-28,862.000000,889.900024,861.000000,887.750000,844.952820,168963
2016-06-29,890.000000,894.900024,877.049988,883.049988,840.479431,96873
2016-06-30,892.799988,902.000000,891.000000,898.599976,855.279663,143163
2016-07-01,901.000000,904.049988,886.000000,898.099976,854.803833,96010
2016-07-04,898.000000,902.000000,888.200012,891.750000,848.760010,112005
2016-07-05,894.000000,896.000000,886.500000,890.349976,847.427429,83831
2016-07-07,890.000000,919.400024,888.200012,917.349976,873.125732,202351
2016-07-08,917.000000,926.250000,914.599976,920.200012,875.838501,171492
2016-07-11,922.000000,934.900024,920.750000,928.200012,883.452759,112498
2016-07-12,930.000000,930.500000,914.000000,922.900024,878.408264,80307
2016-07-13,921.000000,927.599976,918.049988,925.299988,880.692566,105354
2016-07-14,924.500000,935.000000,922.250000,932.250000,887.307556,80036
2016-07-15,935.000000,949.000000,935.000000,939.599976,894.303162,119952
2016-07-18,945.150024,947.000000,910.400024,920.450012,876.076294,346647
2016-07-19,904.900024,906.799988,888.400024,895.150024,851.996094,230143
2016-07-20,896.000000,909.900024,896.000000,906.900024,863.179688,55119
2016-07-21,906.049988,913.000000,900.450012,910.150024,866.272949,68998
2016-07-22,910.150024,915.000000,897.299988,902.900024,859.372437,58866
2016-07-25,905.000000,909.299988,896.000000,906.799988,863.084473,57202
2016-07-26,909.000000,910.500000,899.849976,902.750000,859.229675,47791
2016-07-27,903.049988,909.000000,898.599976,903.549988,859.991089,47458
2016-07-28,904.049988,914.000000,896.000000,908.150024,864.369324,410023
2016-07-29,905.000000,923.900024,903.000000,921.500000,877.075745,465992
2016-08-01,925.000000,930.000000,916.400024,923.599976,879.074524,81520
2016-08-02,927.000000,940.599976,924.599976,928.599976,883.833435,105351
2016-08-03,920.500000,927.200012,910.900024,914.950012,870.841492,147806
2016-08-04,916.000000,921.950012,909.400024,915.950012,871.793396,454011
2016-08-05,923.900024,926.549988,916.549988,923.799988,879.264832,84614
2016-08-08,924.049988,934.400024,923.000000,929.299988,884.499756,145067
2016-08-09,930.000000,934.799988,924.299988,933.000000,888.021301,130488
2016-08-10,935.000000,935.000000,921.000000,924.549988,879.978638,123525
2016-08-11,925.000000,935.500000,922.700012,933.299988,888.306885,73240
2016-08-12,935.000000,945.849976,925.400024,930.650024,885.784607,93497
2016-08-16,932.450012,943.549988,920.049988,921.650024,877.218567,277427
2016-08-17,925.750000,925.750000,911.250000,913.650024,869.604248,95369
2016-08-18,915.400024,915.799988,904.650024,906.500000,862.798828,713465
2016-08-19,907.849976,915.450012,901.849976,912.000000,868.033752,155435
2016-08-22,913.549988,932.700012,913.549988,929.650024,884.832825,98780
2016-08-23,934.000000,934.000000,920.000000,921.950012,877.504028,53372
2016-08-24,920.000000,924.000000,908.000000,919.450012,875.124634,52325
2016-08-25,919.549988,922.150024,907.049988,910.349976,866.463196,62174
2016-08-26,913.549988,914.500000,899.750000,902.599976,859.086914,55051
2016-08-29,904.000000,909.299988,901.049988,904.849976,861.228394,80914
2016-08-30,908.549988,929.950012,908.549988,924.500000,879.931152,153808
2016-08-31,924.500000,926.349976,912.049988,916.650024,872.459534,98480
2016-09-01,918.000000,928.700012,914.049988,926.599976,881.929932,80743
2016-09-02,930.000000,930.000000,917.500000,919.849976,875.505249,326104
2016-09-06,920.750000,939.900024,920.750000,936.950012,891.781006,100796
2016-09-07,938.000000,939.000000,927.500000,931.700012,886.784058,61671
2016-09-08,933.000000,953.450012,931.500000,951.500000,905.629456,176547
2016-09-09,952.000000,954.000000,928.099976,930.150024,885.308838,79137
2016-09-12,928.500000,928.500000,912.900024,918.299988,874.030029,74032
2016-09-14,918.450012,924.450012,905.000000,908.599976,864.797607,62081
2016-09-15,909.650024,921.150024,907.000000,914.200012,870.127747,97590
2016-09-16,914.200012,928.000000,910.000000,912.150024,868.176575,100106
2016-09-19,912.150024,922.400024,910.049988,912.500000,868.509644,60091
2016-09-20,915.450012,916.900024,900.549988,903.150024,859.610413,76634
2016-09-21,903.150024,914.000000,900.500000,912.200012,868.224121,64922
2016-09-22,916.200012,917.000000,903.049988,910.200012,866.320557,57226
2016-09-23,912.099976,912.200012,901.099976,910.299988,866.415588,54191
2016-09-26,910.299988,913.299988,887.000000,892.650024,849.616516,55900
2016-09-27,895.000000,899.000000,890.000000,895.900024,852.709900,45420
2016-09-28,898.049988,898.900024,883.250000,887.200012,844.429260,81188
2016-09-29,892.849976,892.950012,873.000000,877.599976,835.292114,100278
2016-09-30,877.599976,879.950012,865.000000,867.799988,825.964478,73130
2016-10-03,872.000000,873.000000,861.000000,868.799988,826.916321,67497
2016-10-04,870.000000,871.950012,858.549988,859.950012,818.493042,96884
2016-10-05,861.250000,873.450012,861.250000,871.299988,829.295898,73861
2016-10-06,871.299988,886.000000,871.299988,883.700012,841.098083,91425
2016-10-07,885.000000,888.549988,868.799988,878.349976,836.005859,61972
2016-10-10,879.099976,886.150024,875.000000,876.049988,833.816833,48064
2016-10-13,880.000000,880.000000,853.500000,861.950012,820.396545,71994
2016-10-14,857.500000,857.500000,838.450012,841.950012,801.360779,154915
2016-10-17,847.549988,850.950012,839.000000,849.400024,808.451599,79679
2016-10-18,850.000000,856.799988,850.000000,854.549988,813.353394,36882
2016-10-19,854.549988,854.599976,843.099976,846.000000,805.215454,59211
2016-10-20,848.849976,849.849976,838.799988,840.549988,800.028198,60414
2016-10-21,840.000000,852.000000,837.500000,851.099976,810.069641,72735
2016-10-24,852.549988,855.000000,844.650024,849.049988,808.118469,39156
2016-10-25,850.849976,850.849976,830.000000,832.049988,791.938049,69341
2016-10-26,836.000000,845.549988,827.400024,842.799988,802.169739,119947
2016-10-27,846.000000,846.250000,820.049988,840.599976,800.075806,114800
2016-10-28,845.000000,846.750000,835.200012,838.200012,797.791504,61616
2016-11-01,835.599976,842.799988,829.750000,835.250000,801.678833,39793
2016-11-02,835.000000,848.299988,832.000000,841.450012,807.629456,73990
2016-11-03,844.900024,848.500000,835.000000,839.750000,805.997925,65026
2016-11-04,848.000000,866.849976,843.950012,847.400024,813.340393,139572
2016-11-07,848.000000,851.000000,835.250000,838.150024,804.462219,67280
2016-11-08,839.000000,845.450012,835.099976,842.700012,808.829407,43502
2016-11-09,830.000000,834.000000,798.000000,827.500000,794.240173,169013
2016-11-10,833.000000,842.000000,814.900024,821.650024,788.625366,97132
2016-11-11,820.900024,820.900024,798.400024,800.900024,768.709290,83028
2016-11-15,807.000000,809.500000,783.250000,805.200012,772.836548,77414
2016-11-16,807.000000,810.900024,798.500000,806.549988,774.132324,335612
2016-11-17,808.000000,815.599976,803.000000,812.150024,779.507202,68868
2016-11-18,813.500000,814.700012,796.500000,803.849976,771.540710,86249
2016-11-21,805.000000,805.349976,793.000000,799.650024,767.509583,42868
2016-11-22,805.000000,822.500000,804.000000,819.799988,786.849731,50422
2016-11-23,820.000000,833.450012,815.500000,830.500000,797.119690,55545
2016-11-24,829.000000,833.950012,820.549988,826.900024,793.664307,49366
2016-11-25,832.000000,837.599976,826.000000,833.000000,799.519165,44057
2016-11-28,834.950012,841.000000,829.150024,837.250000,803.598267,32308
2016-11-29,838.000000,840.349976,829.549988,834.000000,800.479004,64020
2016-11-30,835.549988,849.000000,831.000000,844.299988,810.364990,51287
2016-12-01,844.000000,854.000000,842.549988,846.099976,812.092651,41739
2016-12-02,845.200012,846.400024,828.750000,833.000000,799.519165,62446
2016-12-05,833.900024,851.250000,833.000000,845.799988,811.804688,53810
2016-12-06,845.799988,848.000000,835.000000,837.750000,804.078247,65348
2016-12-07,837.750000,844.000000,832.500000,834.799988,801.246826,20663
2016-12-08,840.000000,846.900024,838.049988,842.099976,808.253357,26075
2016-12-09,839.349976,846.400024,837.000000,844.799988,810.844849,36679
2016-12-12,847.500000,847.500000,831.000000,833.150024,799.663208,30996
2016-12-13,835.500000,836.500000,825.549988,829.750000,796.399780,29974
2016-12-14,831.000000,837.700012,820.000000,822.049988,789.009338,35644
2016-12-15,820.000000,824.450012,815.299988,817.200012,784.354248,38789
2016-12-16,817.549988,826.400024,815.049988,817.299988,784.450195,80180
2016-12-19,818.000000,818.000000,805.950012,811.000000,778.403503,37380
2016-12-20,815.000000,815.000000,798.500000,801.099976,768.901245,67709
2016-12-21,803.000000,803.950012,795.000000,796.549988,764.534241,29908
2016-12-22,797.000000,802.950012,785.000000,789.099976,757.383606,69969
2016-12-23,789.099976,798.299988,782.950012,790.950012,759.159241,61905
2016-12-26,790.950012,804.450012,784.950012,800.849976,768.661377,63980
2016-12-27,805.000000,808.799988,797.000000,806.400024,773.988220,57545
2016-12-28,807.000000,821.000000,805.799988,810.650024,778.067444,67649
2016-12-29,811.000000,821.549988,805.250000,817.450012,784.594177,50749
2016-12-30,819.000000,828.700012,818.549988,826.299988,793.088501,41412
2017-01-02,826.250000,827.299988,820.000000,824.549988,791.408752,61302
2017-01-03,826.250000,832.450012,820.000000,829.650024,796.303772,34427
2017-01-04,829.700012,836.650024,817.250000,821.000000,788.001526,51826
2017-01-05,825.049988,835.750000,822.700012,832.250000,798.799316,38776
2017-01-06,834.000000,841.200012,831.150024,832.700012,799.231262,101572
2017-01-09,832.700012,837.150024,828.849976,830.849976,797.455566,48288
2017-01-10,837.000000,837.000000,829.349976,830.349976,796.975708,24156
2017-01-11,830.549988,845.000000,830.500000,840.549988,806.765747,319438
2017-01-12,841.000000,841.750000,824.400024,825.750000,792.560608,111776
2017-01-13,832.099976,835.000000,824.750000,827.950012,794.672180,50339
2017-01-16,829.950012,831.049988,822.299988,827.049988,793.808350,76143
2017-01-17,828.450012,843.000000,827.200012,840.549988,806.765747,209941
2017-01-18,840.000000,868.000000,838.000000,864.599976,829.849060,140800
2017-01-19,865.000000,875.650024,858.299988,860.250000,825.673889,120312
2017-01-20,858.000000,872.000000,854.500000,861.099976,826.489685,81443
2017-01-23,858.000000,866.599976,853.250000,863.250000,828.553345,108980
2017-01-24,859.000000,864.000000,843.000000,860.950012,826.345825,109392
2017-01-25,861.000000,870.000000,856.450012,869.099976,834.168152,51623
2017-01-27,869.099976,875.250000,853.150024,855.799988,821.402710,260131
2017-01-30,856.000000,863.000000,851.750000,853.500000,819.195190,190750
2017-01-31,855.000000,861.000000,852.000000,855.150024,820.778870,158092
2017-02-01,855.000000,867.000000,849.049988,853.849976,819.531128,96263
2017-02-02,860.000000,860.000000,841.250000,844.900024,810.940918,167714
2017-02-03,844.900024,851.000000,839.000000,848.299988,814.204163,83974
2017-02-06,852.950012,862.000000,850.000000,860.450012,825.865845,103631
2017-02-07,861.000000,862.549988,852.299988,854.950012,820.586914,80310
2017-02-08,859.000000,859.849976,848.299988,853.950012,819.627197,132623
2017-02-09,854.000000,856.000000,844.599976,849.799988,815.643921,114107
2017-02-10,850.000000,858.000000,848.000000,850.450012,816.267822,56635
2017-02-13,852.000000,865.000000,852.000000,862.900024,828.217407,76125
2017-02-14,862.000000,868.000000,845.099976,848.250000,814.156250,108576
2017-02-15,849.000000,852.549988,843.599976,848.900024,814.780090,44041
2017-02-16,850.400024,851.450012,844.549988,846.650024,812.620544,61528
2017-02-17,847.000000,847.000000,840.549988,842.349976,808.493286,54248
2017-02-20,853.650024,857.099976,848.049988,852.799988,818.523376,108265
2017-02-21,854.000000,865.500000,852.500000,862.799988,828.121521,109041
2017-02-22,863.000000,869.000000,851.200012,864.849976,830.088928,1761713
2017-02-23,868.000000,871.799988,855.750000,858.349976,823.850281,62682
2017-02-27,860.000000,870.349976,855.000000,866.500000,831.672668,323628
2017-02-28,866.500000,868.349976,858.500000,864.900024,830.137024,88187
2017-03-01,867.000000,879.950012,863.849976,874.500000,839.351135,83846
2017-03-02,880.000000,882.799988,873.599976,877.549988,842.278503,157374
2017-03-03,878.000000,879.500000,871.049988,877.150024,841.894653,282002
2017-03-06,877.000000,882.099976,866.500000,872.650024,837.575500,760222
2017-03-07,873.000000,874.450012,868.500000,872.599976,837.527527,188592
2017-03-08,873.000000,875.000000,863.299988,871.000000,835.991821,242973
2017-03-09,865.750000,872.000000,862.799988,870.250000,835.272034,68242
2017-03-10,870.000000,876.900024,867.500000,874.150024,839.015259,40048
2017-03-14,885.549988,914.799988,879.250000,913.799988,877.071594,246342
2017-03-15,913.000000,916.000000,898.799988,899.700012,863.538269,237283
2017-03-16,909.000000,912.099976,895.200012,905.799988,869.393005,56065
2017-03-17,905.000000,911.000000,900.099976,902.000000,865.745850,87832
2017-03-20,900.099976,914.500000,894.349976,898.400024,862.290527,140463
2017-03-21,900.000000,908.000000,888.400024,903.799988,867.473511,78364
2017-03-22,897.549988,908.000000,897.549988,904.500000,868.145325,96192
2017-03-23,905.000000,908.900024,898.500000,901.650024,865.409973,55773
2017-03-24,901.450012,904.900024,897.599976,899.700012,863.538269,84248
2017-03-27,899.000000,912.750000,894.000000,897.500000,861.426758,136065
2017-03-28,899.000000,905.000000,897.299988,902.549988,866.273682,37738
2017-03-29,905.000000,914.900024,900.900024,912.200012,875.535950,66247
